x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,Label
0.6486987471580505,0.5332649946212769,0.5997443199157715,0.5107545852661133,0.5596745014190674,0.4668196141719818,0.5474504232406616,0.41258126497268677,0.574986457824707,0.3772735595703125,0.5943358540534973,0.3950706422328949,0.5804068446159363,0.3467337191104889,0.5769566297531128,0.3838157653808594,0.5819911956787109,0.41418299078941345,0.6215912699699402,0.38952162861824036,0.6111750602722168,0.34201741218566895,0.6106830835342407,0.4019434452056885,0.6183454990386963,0.43296515941619873,0.6534045934677124,0.3903387188911438,0.644523561000824,0.34108954668045044,0.6395717263221741,0.40159547328948975,0.6442103981971741,0.43733707070350647,0.689220130443573,0.3961453437805176,0.6788413524627686,0.34963440895080566,0.6686114072799683,0.39003613591194153,0.6692311763763428,0.42551663517951965,0
0.6503449082374573,0.5341840982437134,0.6025481820106506,0.5161216855049133,0.5631424784660339,0.47386395931243896,0.5517918467521667,0.41989666223526,0.5766968131065369,0.38474681973457336,0.5949128866195679,0.39739900827407837,0.5820273160934448,0.34803885221481323,0.5794175267219543,0.3844568431377411,0.5846360325813293,0.41468605399131775,0.6234672665596008,0.39175349473953247,0.6136126518249512,0.34434083104133606,0.613001823425293,0.40467211604118347,0.6206846833229065,0.4339819848537445,0.6565563082695007,0.39342159032821655,0.6483424305915833,0.34376752376556396,0.6426094174385071,0.40628501772880554,0.6468987464904785,0.44036349654197693,0.6935060024261475,0.40090271830558777,0.68329918384552,0.3544110655784607,0.6723844408988953,0.3953865170478821,0.6731063723564148,0.4281455874443054,0
0.6500635147094727,0.5386364459991455,0.6023220419883728,0.5187405347824097,0.5637363195419312,0.47264865040779114,0.5523900985717773,0.41821351647377014,0.5779017806053162,0.38507360219955444,0.5951079726219177,0.40171536803245544,0.584148645401001,0.35053300857543945,0.5787760019302368,0.3839780390262604,0.5824225544929504,0.41376808285713196,0.6232700943946838,0.3953052759170532,0.6158637404441833,0.3459365963935852,0.6137122511863708,0.40293270349502563,0.619885265827179,0.43364542722702026,0.6560823321342468,0.39674726128578186,0.6498740315437317,0.34520649909973145,0.6428810358047485,0.40432411432266235,0.6457647681236267,0.4397071897983551,0.6925949454307556,0.4041086733341217,0.6855810880661011,0.35503479838371277,0.674630880355835,0.3938743472099304,0.6735880970954895,0.42826366424560547,0
0.6480589509010315,0.5392231941223145,0.598667323589325,0.5188336372375488,0.5589092969894409,0.47182342410087585,0.5482469797134399,0.41631773114204407,0.5782446265220642,0.3856249749660492,0.5956891775131226,0.40172430872917175,0.5835710763931274,0.35109296441078186,0.5786702036857605,0.38760048151016235,0.5837828516960144,0.41809341311454773,0.6236906051635742,0.3965500295162201,0.6144651174545288,0.34539857506752014,0.6121830940246582,0.40332990884780884,0.6198645234107971,0.43453267216682434,0.6562304496765137,0.3979034721851349,0.6482437252998352,0.3447364866733551,0.6407211422920227,0.4057151675224304,0.6448480486869812,0.44321373105049133,0.6928768157958984,0.4044654965400696,0.6827104687690735,0.35529327392578125,0.6710190176963806,0.39521655440330505,0.6712812185287476,0.4317881464958191,0
0.6465275287628174,0.5409700274467468,0.5993752479553223,0.5193072557449341,0.5608879327774048,0.47481274604797363,0.5484907031059265,0.4221492111682892,0.5743916630744934,0.3882278800010681,0.5981858968734741,0.4013268053531647,0.5874043703079224,0.34975630044937134,0.580311119556427,0.38830840587615967,0.5833200216293335,0.4199608266353607,0.6259974837303162,0.39754214882850647,0.6172425150871277,0.3476235270500183,0.6133304238319397,0.40978920459747314,0.6203185319900513,0.43917277455329895,0.6584473848342896,0.4001372456550598,0.6508424282073975,0.34799087047576904,0.6420920491218567,0.41092589497566223,0.6464752554893494,0.44538968801498413,0.6940372586250305,0.40815505385398865,0.6841133236885071,0.3594212830066681,0.6715158820152283,0.4011107385158539,0.6717795729637146,0.43495383858680725,0
0.6420212388038635,0.5397518873214722,0.5917809009552002,0.5148745775222778,0.5605126619338989,0.46896958351135254,0.5542101860046387,0.41671860218048096,0.5762856602668762,0.3869290351867676,0.6007683873176575,0.40155330300331116,0.5911927819252014,0.34429115056991577,0.581485390663147,0.3826447129249573,0.5839851498603821,0.4142232835292816,0.6276891827583313,0.3993891477584839,0.6195934414863586,0.3436794579029083,0.6124045848846436,0.4021341800689697,0.6190085411071777,0.4319191873073578,0.6588053107261658,0.4028571546077728,0.6503627300262451,0.34589943289756775,0.6397148370742798,0.4036950170993805,0.6449429988861084,0.4390282928943634,0.6942027807235718,0.41093215346336365,0.6825588345527649,0.3572085499763489,0.6675331592559814,0.39301976561546326,0.6680939197540283,0.42739275097846985,0
0.6394290924072266,0.5418425798416138,0.5924720764160156,0.5035883188247681,0.564379870891571,0.4574054777622223,0.5571479201316833,0.4112900495529175,0.576885461807251,0.38683003187179565,0.6085051894187927,0.4005196988582611,0.5975533127784729,0.34541141986846924,0.5865151286125183,0.3800518810749054,0.5902642607688904,0.41037818789482117,0.6334841847419739,0.4003254473209381,0.6218506693840027,0.3447094261646271,0.6136313080787659,0.3989619016647339,0.6225690841674805,0.4289063513278961,0.6619263887405396,0.40501248836517334,0.6492239236831665,0.34886544942855835,0.6374357342720032,0.4002852439880371,0.6445308923721313,0.43331393599510193,0.6940953135490417,0.4141555428504944,0.6758288145065308,0.36177194118499756,0.6594632863998413,0.3933085799217224,0.6618190407752991,0.42631295323371887,0
0.6378414630889893,0.5461969375610352,0.594813346862793,0.501837968826294,0.5717670321464539,0.445669949054718,0.5672528743743896,0.4036027789115906,0.5828573107719421,0.3915003836154938,0.6124950051307678,0.392591267824173,0.5972691178321838,0.3545686602592468,0.5850221514701843,0.3881302773952484,0.5865908265113831,0.4127311408519745,0.6376399993896484,0.39494696259498596,0.6201684474945068,0.3546985685825348,0.6054493188858032,0.39730021357536316,0.6092504262924194,0.4221426546573639,0.6637169122695923,0.40289387106895447,0.6470317244529724,0.36058491468429565,0.6314513683319092,0.3976297080516815,0.6347086429595947,0.4243035316467285,0.6901599168777466,0.41866183280944824,0.6725879311561584,0.3810526728630066,0.6548573970794678,0.4028565585613251,0.6541315317153931,0.4264138340950012,0
0.6410714387893677,0.5446465611457825,0.6013668775558472,0.49636614322662354,0.5853900909423828,0.44056543707847595,0.584112286567688,0.40074706077575684,0.5952180624008179,0.39764392375946045,0.6343768239021301,0.3804502487182617,0.6031211614608765,0.35631486773490906,0.5954576134681702,0.3980342149734497,0.6053447723388672,0.4130852222442627,0.6562779545783997,0.3808401823043823,0.6161617636680603,0.3606638014316559,0.6055474281311035,0.4049949049949646,0.6162566542625427,0.4182596206665039,0.674252450466156,0.38903191685676575,0.6355709433555603,0.36840471625328064,0.6258022785186768,0.40926939249038696,0.6356454491615295,0.42644205689430237,0.6883348226547241,0.40363356471061707,0.6563470959663391,0.3855222761631012,0.6458966732025146,0.41153401136398315,0.6532672047615051,0.4277360737323761,0
0.6529016494750977,0.5386873483657837,0.6330140233039856,0.47070175409317017,0.6239175200462341,0.4151482582092285,0.6090391278266907,0.39311009645462036,0.5849987268447876,0.39928698539733887,0.6682277321815491,0.37392109632492065,0.6169283390045166,0.35355836153030396,0.6064304709434509,0.3872154951095581,0.6159568428993225,0.4052971601486206,0.670364499092102,0.3888477087020874,0.6211974024772644,0.3691467344760895,0.6095525622367859,0.40630975365638733,0.6183294653892517,0.42540520429611206,0.6657931208610535,0.40890493988990784,0.6227560639381409,0.38739973306655884,0.6134790778160095,0.42176344990730286,0.6221243143081665,0.4424012303352356,0.6595338582992554,0.4283350706100464,0.6300075054168701,0.4068271219730377,0.6240496635437012,0.4268885552883148,0.6296514868736267,0.44110989570617676,0
